id,genre
TRABBUM128EF34C0FF,POP_INDIE
TRABCIX128F4265903,POP_CONTEMPORARY
TRABCKB128F424D673,METAL_ALTERNATIVE
TRABCLG128F4276D1F,RNB_SOUL
TRABCQH128F931525A,HIP_HOP_RAP
TRABCRB128F145AF8A,POP_CONTEMPORARY
TRABCWK128F42BBC0B,POP_CONTEMPORARY
TRABCYC128F933210A,EXPERIMENTAL
TRABEIG128F1470B4B,RNB_SOUL
TRABEIU128F4266CC2,ROCK_CONTEMPORARY
TRABEJF128F930EAD8,METAL_ALTERNATIVE
TRABEPC128F93009D2,HIP_HOP_RAP
TRABERS128F4247FE1,ROCK_CONTEMPORARY
TRABFDT12903CADD73,HIP_HOP_RAP
TRABFIR128EF35B445,METAL_HEAVY
TRABFUO128F932B141,POP_LATIN
TRABGGZ12903CB5335,POP_CONTEMPORARY
TRABGID12903CDE073,BLUES_CONTEMPORARY
TRABGLE128E0789D13,DANCE
TRABGLR12903CEEFEA,GRUNGE_EMO
TRABGQI128F4233A2C,REGGAE
TRABGXV12903CC09F9,PUNK
TRABHAT128F1464F13,EXPERIMENTAL
TRABHBA128F425CEC5,METAL_ALTERNATIVE
TRABHEZ128F423DE39,ROCK_COLLEGE
TRABHFZ128F145F254,DANCE
TRABHIM12903CDB209,POP_CONTEMPORARY
TRABHMZ128F4273B6E,HIP_HOP_RAP
TRABHQL128F147E426,ROCK_ALTERNATIVE
TRABHTZ128F4281913,ROCK_CONTEMPORARY
TRABHVL128F92EFB0E,METAL_ALTERNATIVE
TRABHYO128F9307B76,ROCK_CONTEMPORARY
TRABIAS128F426351C,ROCK_HARD
TRABIQP128F427D0DD,POP_INDIE
TRABIVW12903CFC962,HIP_HOP_RAP
TRABJFO128F933DD61,REGGAE
TRABJHO128F930B0EE,ROCK_CONTEMPORARY
TRABJQF12903CE85D6,ROCK_COLLEGE
TRABJRU128F933770A,REGGAE
TRABKNC128F14A284A,ROCK_HARD
TRABKOG128F427C466,PUNK
TRABKUJ128F4292445,POP_CONTEMPORARY
TRABLCE128F9350C11,POP_INDIE
TRABLIM12903CCED5D,BLUES_CONTEMPORARY
TRABLIW128F421E981,DANCE
TRABLMS12903CE7571,METAL_ALTERNATIVE
TRABLOG128F933A4C1,RNB_SOUL
TRABLRU128F421AC5F,ROCK_CONTEMPORARY
TRABLSA128F4277BD6,POP_INDIE
TRABLUF128F4233EB1,DANCE
TRABMBG128F429E9F1,POP_INDIE
TRABMBK12903CB8E0A,ELECTRONICA
TRABMDW128F14682DD,REGGAE
TRABMEM12903CB1A75,POP_INDIE
TRABMIC128F9314139,ROCK_CONTEMPORARY
TRABMKR128F92CC02B,JAZZ_CLASSIC
TRABMQH128F42328EA,PUNK
TRABMSR128F428E581,FOLK_INTERNATIONAL
TRABMTL128F92C3A05,METAL_DEATH
TRABMYD128F428BD38,DANCE
TRABMZZ128F4249C60,METAL_HEAVY
TRABNIP12903CB604F,POP_LATIN
TRABNOI12903CD99A0,ELECTRONICA
TRABNRG128F425E087,BLUES_CONTEMPORARY
TRABNTU128F931392F,METAL_HEAVY
TRABOAK128F93363BE,EXPERIMENTAL
TRABOEC128F4268D43,METAL_HEAVY
TRABOFJ128F146A81F,ELECTRONICA
TRABOJC128F931B681,ROCK_HARD
TRABOKX128F42981EC,FOLK_INTERNATIONAL
TRABOWL128F427B697,POP_INDIE
TRABOWR128F14AEA7C,POP_INDIE
TRABPAY128F428B181,ROCK_CONTEMPORARY
TRABPMM128F425BEBA,POP_LATIN
TRABPNC128F92CC869,ROCK_CONTEMPORARY
TRABQDS128F93471C0,POP_INDIE
TRABQED128F425AEAF,DANCE
TRABQII12903CDBAFE,PUNK
TRABQJT128F145F172,HIP_HOP_RAP
TRABQKT128F931C1C2,POP_INDIE
TRABQUM12903C9A618,METAL_ALTERNATIVE
TRABQVF128E0787874,ROCK_CONTEMPORARY
TRABQVM128F92F7544,ELECTRONICA
TRABQYN128F14ADBCF,ROCK_ALTERNATIVE
TRABRFP128F42B7B7A,POP_INDIE
TRABRGV128E07999DF,ROCK_CONTEMPORARY
TRABRHL128F4274DB0,POP_CONTEMPORARY
TRABRMJ128E0780E42,ROCK_NEO_PSYCHEDELIA
TRABRVU128EF342D09,ROCK_CONTEMPORARY
TRABSBK128F4292BB0,COUNTRY_TRADITIONAL
TRABSTP128F4252E01,HIP_HOP_RAP
TRABTAB128F9310BAB,METAL_ALTERNATIVE
TRABTDB128F9305BCB,JAZZ_CLASSIC
TRABTKP128F14B144F,EXPERIMENTAL
TRABTNT128F9315009,COUNTRY_TRADITIONAL
TRABTNW128F93224D3,HIP_HOP_RAP
TRABTQB128F42269BD,DANCE
TRABTUK128F4232E52,ROCK_CONTEMPORARY
TRABTVP128F9322DD3,ROCK_CONTEMPORARY
TRABUAU128F42B6DFB,HIP_HOP_RAP
TRABUEB12903CC49BE,JAZZ_CLASSIC
TRABUEG12903CF57FD,POP_INDIE
TRABUFB12903CFE0F9,ROCK_COLLEGE
TRABUHG128F429FF0A,ROCK_CONTEMPORARY
TRABUHN128F4221EEE,ROCK_HARD
TRABUWT128F4242FD2,POP_INDIE
TRABVQL128F148AB17,ELECTRONICA
TRABWPL12903D05EA6,ROCK_COLLEGE
TRABWRC128F93031AE,POP_LATIN
TRABWRV12903CD5FCF,DANCE
TRABWRY128F92D24CE,POP_INDIE
TRABXBI128F933D661,REGGAE
TRABXHU128F147EDE9,EXPERIMENTAL
TRABXJO12903CF0E6F,BLUES_CONTEMPORARY
TRABYCO128F4271180,ROCK_CONTEMPORARY
TRABYEY128F933773A,POP_INDIE
TRABZMD12903CE2EC2,GOSPEL
TRABZMU128F148643C,PUNK
TRABZOP128F9316E24,ROCK_CONTEMPORARY
TRABZSO128F9325A05,ROCK_ALTERNATIVE
TRACAJY128F92CB794,METAL_DEATH
TRACALZ12903CDCFBB,ROCK_COLLEGE
TRACAOG128F42A834C,POP_LATIN
TRACAOS128F429063A,POP_INDIE
TRACATO128F421F260,METAL_DEATH
TRACBEL128F92E42B3,METAL_ALTERNATIVE
TRACBHR12903CA7C2B,METAL_DEATH
TRACBIP12903CFD91C,BLUES_CONTEMPORARY
TRACBPI12903CFE360,EXPERIMENTAL
TRACBTI12903CF6F9E,POP_INDIE
TRACBTP12903CE5B86,ELECTRONICA
TRACBUY128F1479245,HIP_HOP_RAP
TRACBWI128F423F5AE,DANCE
TRACBWX128F92FD725,DANCE
TRACBZM12903CB264F,ELECTRONICA
TRACCBV128F428EA22,POP_LATIN
TRACCCN128F14AEB01,ROCK_CONTEMPORARY
TRACCCQ12903CDCAEA,METAL_DEATH
TRACCDW128F4253086,RNB_SOUL
TRACCEJ128F93257ED,POP_INDIE
TRACCKI128F425E63E,POP_INDIE
TRACCKS128F42B77AE,POP_CONTEMPORARY
TRACCOK128F932AF52,BIG_BAND
TRACCSW128F148C7C3,HIP_HOP_RAP
TRACCVS12903D014F8,EXPERIMENTAL
TRACCVV128F428B732,BLUES_CONTEMPORARY
TRACCYB128F930BA98,JAZZ_CLASSIC
TRACDAE128F933B3E4,POP_INDIE
TRACDAS128F92D7304,EXPERIMENTAL
TRACDEO128F92FE3D0,POP_LATIN
TRACDRB128F93617EE,ROCK_COLLEGE
TRACDSI128F425C0B4,COUNTRY_TRADITIONAL
TRACEHO128F1488CEA,POP_INDIE
TRACEOO128F92CE318,METAL_ALTERNATIVE
TRACEPD128F429B0CB,METAL_ALTERNATIVE
TRACESC128F930481E,POP_INDIE
TRACETS128F9313A75,ROCK_CONTEMPORARY
TRACEUZ12903CD770A,METAL_ALTERNATIVE
TRACEWM128F931E7C8,METAL_ALTERNATIVE
TRACEYZ128F424D66A,POP_LATIN
TRACEZP128F42955C7,EXPERIMENTAL
TRACFDC128F147F1C6,GRUNGE_EMO
TRACFDS12903CE7CC6,GRUNGE_EMO
TRACFFG128F14659E4,DANCE
TRACFHE128F426180E,HIP_HOP_RAP
TRACFLK128F4269E91,REGGAE
TRACFQR128E0793D87,ROCK_COLLEGE
TRACGBE128F42A012F,POP_INDIE
TRACGDN128F4267543,POP_INDIE
TRACGEI128F9343D35,ROCK_CONTEMPORARY
TRACGKZ128F4256E19,HIP_HOP_RAP
TRACGWD128F92F57DB,POP_INDIE
TRACGWP128F147ECB2,ROCK_HARD
TRACHCC128F9334E5A,EXPERIMENTAL
TRACHFR128F4263E07,POP_INDIE
TRACHHH128E0788A35,HIP_HOP_RAP
TRACHHV128F932357F,POP_INDIE
TRACHMA128F4255F1A,ELECTRONICA
TRACHQV128F425E21A,ROCK_CONTEMPORARY
TRACHRV128F4214FB6,PUNK
TRACHYC128F92D7A96,POP_INDIE
TRACIEA128F92F8336,ROCK_HARD
TRACIXJ12903CA1FB0,ROCK_NEO_PSYCHEDELIA
TRACJCU128F933F691,DANCE
TRACJEA128F1477DE9,RNB_SOUL
TRACJHJ128F1489FAB,ROCK_ALTERNATIVE
TRACJJC128F934AF55,METAL_DEATH
TRACJMC128F930002A,POP_CONTEMPORARY
TRACJOD128F931D69F,POP_LATIN
TRACJTU12903CEB9BA,ROCK_COLLEGE
TRACKAP128F425B741,POP_CONTEMPORARY
TRACKRZ128F14934AA,REGGAE
TRACKYB128F42AFEF4,ROCK_CONTEMPORARY
TRACLBD12903CECA9E,RNB_SOUL
TRACLBE128F1485B63,ROCK_HARD
TRACLEC128F932DD60,DANCE
TRACLHK128F9326075,EXPERIMENTAL
TRACLMW128F4290D29,DANCE
TRACLQR128F92EBD76,POP_CONTEMPORARY
TRACLTY128F4248487,METAL_ALTERNATIVE
TRACMCX128F42655D5,EXPERIMENTAL
TRACMHD128F931FB14,METAL_DEATH
TRACMIU128F935381D,ELECTRONICA
TRACMMS128F930696B,DANCE
TRACMSK128F428FF9B,ROCK_CONTEMPORARY
TRACMTI128EF342A56,ROCK_CONTEMPORARY
TRACMWH128F423EF89,POP_INDIE
TRACNDX128F427C263,POP_INDIE
TRACNVI128F4284635,DANCE
TRACNVZ128F427D3DB,DANCE
TRACNXS128F93395BA,ROCK_HARD
TRACNYI128F4291FE2,ROCK_CONTEMPORARY
TRACOIW128F421C8DA,POP_INDIE
TRACOON128F428B1B8,ROCK_CONTEMPORARY
TRACORA128F1463731,ROCK_HARD
TRACOXO128F42774BE,ROCK_CONTEMPORARY
TRACPNW128F14666EB,JAZZ_CLASSIC
TRACPVI128F4263478,POP_INDIE
TRACQDA128F148BED9,COUNTRY_TRADITIONAL
TRACQSA128E0783B71,POP_INDIE
TRACQYI128E0782E3D,ROCK_COLLEGE
TRACRHI12903CF5B31,METAL_DEATH
TRACRIA128F426DDE3,JAZZ_CLASSIC
TRACRJP128F931878A,GRUNGE_EMO
TRACRNT128F426FA27,GOSPEL
TRACRRQ128F429CD09,DANCE
TRACRVJ128F14661D6,HIP_HOP_RAP
TRACRWJ128F9341B7E,BLUES_CONTEMPORARY
TRACRYB128F428E993,DANCE
TRACSIR12903CE81A8,METAL_ALTERNATIVE
TRACSTJ128F92F2623,JAZZ_CLASSIC
TRACSYG128F4223227,DANCE
TRACTBH128F422F31B,PUNK
TRACTEB128F4264605,HIP_HOP_RAP
TRACTGL128F425BEFC,GOSPEL
TRACUBQ12903CF04F6,POP_INDIE
TRACUVF128F4250C51,HIP_HOP_RAP
TRACVCY128F92E742E,POP_INDIE
TRACVFQ128F149F00D,POP_INDIE
TRACVLU128F422B2F9,ROCK_HARD
TRACVNF12903CD471C,COUNTRY_TRADITIONAL
TRACVOL128F428B568,DANCE
TRACWBT128F425A622,ROCK_CONTEMPORARY
TRACWHF128F14557BB,JAZZ_CLASSIC
TRACWOA12903CFD779,ROCK_COLLEGE
TRACWSK12903CA45E9,POP_INDIE
TRACWZP128F4261ED7,HIP_HOP_RAP
TRACXJN128E0791F95,HIP_HOP_RAP
TRACXNY128F92DBB1D,DANCE
TRACXTK128F92CC024,BLUES_CONTEMPORARY
TRACXXH128F14A7A10,PUNK
TRACYBR128F93186D7,DANCE
TRACYEH12903CB25BD,ROCK_CONTEMPORARY
TRACYHQ12903CCE804,POP_LATIN
TRACYMH12903CA01DF,METAL_ALTERNATIVE
TRACZEC128F933AF1D,DANCE
TRACZLD128F9300320,METAL_ALTERNATIVE
TRACZOG12903CB2296,HIP_HOP_RAP
TRACZWM128F92FE5F2,COUNTRY_TRADITIONAL
TRADAAU128EF34DBE9,ROCK_CONTEMPORARY
TRADABC128F4274FCC,POP_CONTEMPORARY
TRADAOM128F4263A78,ROCK_CONTEMPORARY
TRADATR128F931B299,ELECTRONICA
TRADBDO128F4276227,DANCE
TRADBLR128F9326214,POP_CONTEMPORARY
TRADBUP128EF354F6C,HIP_HOP_RAP
TRADCDD128F1494A23,POP_INDIE
TRADCEE128F14ADB9E,ELECTRONICA
TRADCIF128F9338278,METAL_ALTERNATIVE
TRADCJE12903CF6EAD,POP_INDIE
TRADCNP12903CFDBFA,METAL_ALTERNATIVE
TRADCRF128F933711E,ROCK_ALTERNATIVE
TRADCRJ128F428B8D1,METAL_ALTERNATIVE
TRADCVS128F932D857,ROCK_CONTEMPORARY
TRADDET128F4244772,HIP_HOP_RAP
TRADDLO128F4271BE8,DANCE
TRADDQI128F148CEFE,BLUES_CONTEMPORARY
TRADDYZ128F4298AAD,GOSPEL
TRADEDI128F92D6635,METAL_DEATH
TRADENX128F92FEE11,ROCK_COLLEGE
TRADEOL128F42923C4,HIP_HOP_RAP
TRADFAQ128F428AC13,ROCK_CONTEMPORARY
TRADFFZ12903CE500B,DANCE
TRADFHW128F92E34CF,ROCK_CONTEMPORARY
TRADFID128F4267231,ROCK_COLLEGE
TRADFIU128F92E3651,POP_INDIE
TRADFJJ128F934857E,ROCK_NEO_PSYCHEDELIA
TRADFLD12903CB3BD8,METAL_DEATH
TRADFLH128F425E55A,FOLK_INTERNATIONAL
TRADGCT128F425A704,ELECTRONICA
TRADGHC128F4290213,COUNTRY_TRADITIONAL
TRADGJI128F425A744,POP_INDIE
TRADGMP12903CC3800,ROCK_HARD
TRADHCI128F42793C4,GOSPEL
TRADHCP12903CE70E5,POP_INDIE
TRADHKH128F931694F,POP_INDIE
TRADHNE128F1497E4B,BLUES_CONTEMPORARY
TRADHPE128F429FE9C,POP_CONTEMPORARY
TRADHWV128EF33DD3F,ROCK_COLLEGE
TRADIEP128F4216C67,PUNK
TRADIFK128F92D35D3,COUNTRY_TRADITIONAL
TRADIFS128F92F5AD3,POP_CONTEMPORARY
TRADIFU128F427207C,POP_INDIE
TRADILR128F1497E51,COUNTRY_TRADITIONAL
TRADINL128F92E08FE,PUNK
TRADIZT12903CC64D7,POP_INDIE
TRADJKQ128F93262FC,DANCE
TRADJLV128F92F9684,ELECTRONICA
TRADJOJ128F1456F7D,RNB_SOUL
TRADJOZ12903CD3DB9,BIG_BAND
TRADKAK128F934D4A9,METAL_DEATH
TRADKIF128F428A193,JAZZ_CLASSIC
TRADKLA128F93101FC,ROCK_HARD
TRADKWM128F422F3AB,METAL_ALTERNATIVE
TRADLCT12903CA7DEE,HIP_HOP_RAP
TRADLCT12903CFB48E,EXPERIMENTAL
TRADLES12903CF2DEE,POP_INDIE
TRADLKW128F42277B1,METAL_DEATH
TRADLNU128E07935F4,EXPERIMENTAL
TRADLSK128F4264F8F,JAZZ_CLASSIC
TRADLZJ128F4269C50,ROCK_CONTEMPORARY
TRADMBK12903CBBFEB,JAZZ_CLASSIC
TRADMCH128E0784D99,METAL_ALTERNATIVE
TRADMEZ128F14AA21F,ROCK_NEO_PSYCHEDELIA
TRADMHU128F148D1E4,ROCK_HARD
TRADMMC128F427E986,HIP_HOP_RAP
TRADNHK128E0785452,POP_CONTEMPORARY
TRADNJI128F14555DB,DANCE
TRADNTU128F932B04A,JAZZ_CLASSIC
TRADNXE128F92C296B,METAL_ALTERNATIVE
TRADOCN128EF3542DB,ROCK_HARD
TRADOLA12903CC67D2,POP_LATIN
TRADOWQ128F9340518,METAL_ALTERNATIVE
TRADOXA128F92D7F8D,HIP_HOP_RAP
TRADPBO128F930DC7A,ELECTRONICA
TRADPGI128F4244096,METAL_DEATH
TRADPKQ128F423CC69,ROCK_CONTEMPORARY
TRADPPX128E078B0BC,COUNTRY_TRADITIONAL
TRADPSL128F932B9F6,HIP_HOP_RAP
TRADPTG128F1498891,POP_LATIN
TRADPTL128F4269094,PUNK
TRADQBQ128F935860B,ROCK_CONTEMPORARY
TRADQLY128F92F0E1C,METAL_DEATH
TRADQNS128F424F866,PUNK
TRADQSY128F425BB59,METAL_ALTERNATIVE
TRADQZN128F935581C,REGGAE
TRADRJQ128F9333933,METAL_HEAVY
TRADRQK12903CAFE4F,FOLK_INTERNATIONAL
TRADRTA128F425E219,ROCK_COLLEGE
TRADRXC128F4230BE8,ROCK_CONTEMPORARY
TRADSAP128F42809DF,COUNTRY_TRADITIONAL
TRADSFQ128F423EC26,ELECTRONICA
TRADSFY128F4272B74,POP_LATIN
TRADSIP12903CE3B35,ROCK_CONTEMPORARY
TRADSQZ128F42707D7,METAL_ALTERNATIVE
TRADSTC128E079941D,POP_INDIE
TRADSUA128C7196C7C,METAL_ALTERNATIVE
TRADTBA128F92CA48F,ROCK_HARD
TRADTRQ128F42310B8,METAL_DEATH
TRADUDB128F42A61F9,HIP_HOP_RAP
TRADUIM128F4275AAE,METAL_DEATH
TRADUKH128F4256D1B,METAL_DEATH
TRADUKX128F4246C7C,METAL_ALTERNATIVE
TRADUMK128F931E994,BIG_BAND
TRADUML128F92C4842,HIP_HOP_RAP
TRADUUA128F42A1EC0,ROCK_HARD
TRADUUD128F92F4013,METAL_ALTERNATIVE
TRADVCK128F92FE22E,BIG_BAND
TRADVDJ128F421B6E7,BLUES_CONTEMPORARY
TRADVJC128F4226B0C,PUNK
TRADVLK128F9300A4A,DANCE
TRADWAU128F145622F,ROCK_CONTEMPORARY
TRADWEG128F427A518,EXPERIMENTAL
TRADWLM128F42678B1,ROCK_CONTEMPORARY
TRADWVW12903CF4303,METAL_HEAVY
TRADXAF128F14A9EB3,POP_INDIE
TRADXXG128F424D807,EXPERIMENTAL
TRADYBV128F92FC07F,DANCE
TRADYDU128F1484B2C,POP_CONTEMPORARY
TRADYKK12903D07753,POP_CONTEMPORARY
TRADYRH128F423478E,ROCK_CONTEMPORARY
TRADZHN128E0784ED4,POP_CONTEMPORARY
TRADZWK128F9303076,ROCK_HARD
TRADZYD128E078BE45,ELECTRONICA
TRAEABT128F931984D,BLUES_CONTEMPORARY
TRAEACB128F933BDEA,METAL_HEAVY
TRAEAGD128F428248E,METAL_ALTERNATIVE
TRAEAZV12903D0CBA6,METAL_ALTERNATIVE
TRAEBHW12903CE6A74,ROCK_CONTEMPORARY
TRAEBKD12903D00D5C,COUNTRY_TRADITIONAL
TRAEBKK128F934B104,METAL_DEATH
TRAECBK128F93441A6,ROCK_NEO_PSYCHEDELIA
TRAECBP128F42B1B83,POP_INDIE
TRAECLN128F934434F,FOLK_INTERNATIONAL
TRAECUB128F425739A,METAL_DEATH
TRAEDIX128F147B7EE,POP_CONTEMPORARY
TRAEDPS128F145D161,JAZZ_CLASSIC
TRAEDTX128F934EEE7,ELECTRONICA
TRAEDUW12903CCC9A1,ROCK_CONTEMPORARY
TRAEEDR12903CCABE4,COUNTRY_TRADITIONAL
TRAEEVD12903CC4D29,METAL_ALTERNATIVE
TRAEFTE128F424E7F0,ROCK_CONTEMPORARY
TRAEGIY128F4285CA9,METAL_ALTERNATIVE
TRAEGNG128F930C1C5,POP_INDIE
TRAEGRK12903CA7822,POP_INDIE
TRAEGRU128F9358874,POP_INDIE
TRAEGUL128E078B0C1,ROCK_CONTEMPORARY
TRAEGWP12903CD2168,EXPERIMENTAL
TRAEGXU128F9304D31,POP_INDIE
TRAEGYR12903CB341D,COUNTRY_TRADITIONAL
